"Nome da instituição/unidade";"Tipo de Logradouro";"Nome do Logradouro";"Número no Logradouro";"Complemento";"Bairro";"CEP";"Estado";"Municipio";"Latitude";"Longitude";"Telefone 1";"Telefone 2";"E-mail ";"Público atendido pela instituição";"A instituição atende algum outro público específico?";"Qual?";"Sexo do público atendido";"Modalidade de internação";;
"Fazenda Esperança Masculina";"Rodovia";"BR-174";"s/n";"km 14";"Zona Rural";"69010-972";"Amazonas";"Manaus - Amazonas";"-2,8407389697";"-60,0329053705";"(92) 3245-1178";"(92) 3245-1175";"manausf@fazenda.or.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Sociedade Cristã do Amazonas";"Rodovia";"Ramal Pau Rosa";"s/n";"km 10 (BR-174 km 21)";"Estrada";"69000-000";"Amazonas";"Manaus - Amazonas";"-2,8145067567";"-60,036338598";"(92) 9194-0973";"(92) 9215-3553";"sbca_@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Fazenda Esperança Irmã Cleusa Rody Coelho";"Rodovia";"Ramal Cláudio Mesquita";"s/n";"km 2,5 (BR-174 km 14)";"Zona Rural";"69010-972";"Amazonas";"Manaus - Amazonas";"-2,8436536233";"-60,0328195398";"(92) 3622-8942";"(92) 3245-1182";"manausf@fazenda.org.br";"Adolescentes - Adultos";"Não";;"Feminino";"Voluntária";;
"Recanto de Vida Saudável da Amazônia - REVISAM";"Estrada";"Vivenda Verde";"S/N";"km 04 - Ramal Mama na Égua";"Tarumã";"69006-970";"Amazonas";"Manaus - Amazonas";"-2,9832964129";"-60,0811744039";"(92) 3653-3390";"(92) 9995-1818";"ggnaturista@hotmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Unipi (União dos Povos Indígenas do Médio Solimões e Afluentes)";"Avenida";"Visconde de Porto Alegre";"s/n";;"zona rural";"69000-000";"Amazonas";"Manaus - Amazonas";"-3,1305784";"-60,0133046";"(92) 9128-7964";"(97) 8103-0184";"cruz_mariana@hotmail.com";"Crianças - Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Obra Social Nossa Senhora da Gloria - Fazenda Esperança Dom Gino";"Avenida";"Presidente Dutra";4841;;"Gloria";"69000-000";"Amazonas";"Manaus - Amazonas";"-3,1299383959";"-60,03908518";"(92) 3245-1178";"(92) 3245-1179";"manaus.m@fazenda.org.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Instituto Novo Mundo";"Rodovia";"AM-010";"s/n";"Km 53";"Zona Rural";"69020-440";"Amazonas";"Manaus - Amazonas";"-2,7736458264";"-59,9232429695";"(92) 3234-8818";;"inmmanaus@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Instituto Novo Mundo";"Rua";"Duque de Caxias";2227;;"Praça 14 de Janeiro";"69020-141";"Amazonas";"Manaus - Amazonas";"-3,1359054261";"-60,0119412248";"(92) 3234-8818";;"inmmanaus@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Serviço Missionario do Amazonas - Sitio Ester";"Rodovia";"BR-114";"s/n";"km 08";"Zona Rural";"69000-000";"Amazonas";"Manaus - Amazonas";"-3,0942854881";"-60,1571882074";"(92) 3233-0315";"(92) 4101-5875";;"Adolescentes - Adultos";"Não";;"Feminino";"Voluntária";;
"Serviço Missionario do Amazonas - Recanto da Paz";"Estrada";"Am - 10";"s/n";"Altura do km - 080";"zona Rural";"69000-000";"Amazonas";"Rio Preto da Eva - Amazonas";"-2,7308629862";"-59,8292050958";"(92) 3233-0315";"(92) 4101-5875";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Obra social Nossa Senhora da Glória Fazenda da Esperança São Gabriel";"Avenida";"Sete de Setembro";250;;"Centro";"69750-000";"Amazonas";"São Gabriel da Cachoeira - Amazonas";"0,5356929859";"-68,3191784642";"(68) 3612-2234";"(97) 3471-3210";"saograbrieldacachoeira.m@fazenda.org.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Passagem Belém";"Chácara";"Santa Maria";"sn";;"Jardim Petrolar";"48107-999";"Bahia";"Alagoinhas - Bahia";"-12,1535371646";"-38,4236106698";"(75) 3181-7079";;"casapassagembelem@hotmail.com";"Crianças - Adolescentes";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica COTEFAVE";"Rodovia";"Estrada Barra do Choça";"S/N";"Km 02";"Zona Rural";"45120-000";"Bahia";"Barra do Choça - Bahia";"-14,8819633734";"-40,6419821936";"(77) 8108-7763";"(77) 3422-9387";"prevencao@cotefave.org.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Reintegração Social Nova Vida";"Rua";"Piauí";39;;"Vila Regina";"47804-310";"Bahia";"Barreiras - Bahia";"-12,1560564013";"-44,9977679774";"(77) 3612-5462";"(77) 9931-3470";"csnovavida@ig.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Reintegração Social Nova Vida";"Rua";"Principal";174;"BR 135";"Povoado Mucambo";"47800-000";"Bahia";"Barreiras - Bahia";"-12,178670773";"-44,9890293405";"(77) 3021-3505";"(77) 9115-5654";"csnovida@ig.com.br";"Crianças - Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"ASSOCIAÇÃO DE ADICTOS E FAMILIARES DE BARRO PRETO E REGIÃO";"Rua";"JOSÉ DE ALMEIDA BONFIM";252;;"CENTRO";"45625-000";"Bahia";"Barro Preto - Bahia";"-14,7669150593";"-39,418258667";"(73) 8177-6339";"(73) 8812-7604";"assaf.barropreto@gmail.com";"Crianças - Adolescentes - Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Fazenda Laranjeira";"Fazenda";"Laranjeira";"S/N";;"Zona Rural";"45130-000";"Bahia";"Caatiba - Bahia";"-14,9769020018";"-40,2151886302";"(77) 8856-7728";"(77) 9197-1605";"comunidadevozdedeus@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Profetas - Ministério Resgate a Vidas";"Rua";"direta da Praia de pé de Areia";111;;"Jauá";"42849-999";"Bahia";"Camaçari - Bahia";"-12,7070988056";"-38,3201742147";"(71) 3672-3640";;;"Crianças - Adolescentes - Adultos - Idosos";"Sim";"doentes mentais (pessoas especiais)";"Masculino";"Voluntária";;
"Centro de Recuperação Shalom Adonay Maanayn";"Rodovia";"Parafuso";13;"Km";"Pólo Petroquímico de Canaçari";"42810-200";"Bahia";"Camaçari - Bahia";"-12,7030798076";"-38,2885885213";"(71) 8237-1249";"(71) 9634-9281";;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"CENTRO DE RECUPERAÇÃO DE VIDAS REJEITADAS - CERVIR";"Rodovia";"BA-512";"s/n";"Fazenda - km 02";"Santo Antonio";"42000-800";"Bahia";"Camaçari - Bahia";"-12,6690832427";"-38,3364820455";"(71) 3622-0510";;"cervir@ig.com.br";"Adultos - Idosos";"Não";;;"Voluntária";;
"Projeto Comunidade Alerta Nova Vida";"Rua";"B";"s/n";"Quadra C - Chacara das mangueiras";"Vila Diabrantes";"42840-000";"Bahia";"Camaçari - Bahia";"-";"-";"(71) 8139-0111";;"sampaioejesus@yahoo.com.br";"Crianças - Adolescentes";"Não";;"Masculino";"Voluntária";;
"Instituto de Defesa dos Direitos Humano Dr. Jesus - Fundação Dr. Jesus";"Distrito";"menino de jesus";"s/n";;"candeias";"43805-320";"Bahia";"Candeias - Bahia";"-";"-";"(71) 3607-3353";;"fundacaodrjesus@hotmail.com";"Adultos";"Não";;"Feminino";"Voluntária";;
"Instituto de Defesa dos Direitos Humanos Dr. Jesus - Fundação Dr. Jesus";"Rodovia";"BR 324";"s/n";;"Candeias";"43805-320";"Bahia";"Candeias - Bahia";"-12,6977662079";"-38,4642082969";"(71) 3607-3353";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica São Francisco";"Rua";"Boca da Mata";25;"Zona Rural";"Distrito Boca da Mata";"43800-000";"Bahia";"Candeias - Bahia";"-12,6400471113";"-38,5365944084";"(71) 3605-1245";"(71) 9924-5578";"jairsantana.10@gmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Desafio Jovem";"Rodovia";"Coaraci Almabira";"S/N";;"Zona Rural";"45638-000";"Bahia";"Coaraci - Bahia";"-14,6293377819";"-39,5560227719";"(73) 3241-1248";;"pibcoroaraci@pibcoaraci.org.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Beneficiente e Cultural Porto de Sião - Centro de Recuperação Porto de Sião";"Rua";"Faria de Brito";1212;;"concordia";"42850-000";"Bahia";"Dias d`Ávila - Bahia";"-";"-";"(71) 3648-1699";;;"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária - Compulsória";;
"Desafio Jovem Peniel";"Rua";"Baden Powell";118;"em frente ao Colégio Padre Torrend";"Cristo Rei";"42850-000";"Bahia";"Dias d`Ávila - Bahia";"-";"-";"(71) 3225-1659";"(71) 3312-2782";"perielba@terra.com.br";"Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Comunidade Terapêutica El-Shaday";"Avenida";"Campo Verde";6;;"Tiago de Melo";"45820-000";"Bahia";"Eunápolis - Bahia";"-16,3889544898";"-39,5757840124";"(73) 3013-4883";;"abepes1@hotmail.com";"Crianças - Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Sentimento Novo - Centro de Recuperação Sentimento Novo";"Avenida";"Governador João Durval Carneiro";366;;"Caseb";"44051-900";"Bahia";"Feira de Santana - Bahia";"-12,2738365";"-38,9555356";"(75) 3021-3675";;;;;;;;;
"Associação Cristã Nacional";"Rua";"A";1;;"Calumbi";"44100-000";"Bahia";"Feira de Santana - Bahia";"-";"-";"(72) 8219-5544";"(75) 9171-1832";;"Adultos";"Não";;"Feminino";"Voluntária";;
"Associação Beneficente Projeto Nova Vida";"Avenida";"Governador João Durval Carneiro";178;;"Coronel José Pinto";"44003-432";"Bahia";"Feira de Santana - Bahia";"-12,2754559";"-38,9559532";"(75) 3221-1030";;"novavidafs@hotmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Esquadrão Redentar - CRER";"Estrada";"Feira São Gonçalo";"Fazenda Tapera";"Proximo a Gurjão Alimentos";"Zona Rural";"44000-001";"Bahia";"Feira de Santana - Bahia";"-12,2791061817";"-38,9556412943";"(75) 3246-8417";"(75) 3625-9338";"andredocrer@ig.com.br";"Crianças - Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Obra social Nossa Senhora da Glória Fazenda da Esperança Irmã Dulce";"Colônia";"Povoado do Jacaré";"s/n";;"Centro";"44330-000";"Bahia";"Feira de Santana - Bahia";"-";"-";"(75) 3483-8805";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Centro de Reabilitação de Dependentes Quimicos-SHAMMAH de Itabuna";"Rua";"Do Contorno";1436;;"São Judas";"45600-000";"Bahia";"Itabuna - Bahia";"-14,79243";"-39,253849";"(73) 8101-8466";"(73) 8806-5007";"pr.robsonalmeida@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"ONG - Um Caminho Melhor";"Rua";"Bahia";"S/Nº";;"centro";"44460-970";"Bahia";"Itaparica - Bahia";"-12,9201162943";"-38,6394208849";"(71) 9199-6271";"(71) 9939-8486";"ibsi@ig.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"SerLivre - Serviços de Libertação e Recuperação de Viciados em Drogas";"Avenida";"Rio Branco";756;"Galeria Avenida - Sala 12";"Centro";"45203-010";"Bahia";"Jequié - Bahia";"-13,8606297577";"-40,0756520836";"(73) 8852-8740";"(73) 8829-4712";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Ser Livre - Serviços de Libertação e Recuperação de Viciados em Drogas";"Chácara";"Alvorada";"S/Nº";"Anel Viario - Rodovia";"Zona Rural";"45200-000";"Bahia";"Jequié - Bahia";"-13,8516297908";"-40,0794715492";"(73) 3225-5164";;"ser.livre@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Obra social Nossa Senhora da Glória Fazenda da Esperança Chiara Lubich";"Rua";"Damião Vieira";12;"Sala 01 - Edifício Galvão";"Centro";"45200-330";"Bahia";"Jequié - Bahia";"-13,8617738";"-40,0758137";"(73) 3525-4640";;"jequie.m@fazenda.org.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Evangélica para Recuperação de Vidas";"Avenida";"Cosme e Damião";100;"Chácara Sol Nascente";"João Paulo II";"48924-999";"Bahia";"Juazeiro - Bahia";"-9,4473685578";"-40,4962792316";"(87) 8854-0119";"(74) 3612-7610";"clinicaceprev@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Resgate de Juazeiro";"Chácara";"Q-26";262;"Vale do Reboque";"João Paulo II";"48908-260";"Bahia";"Juazeiro - Bahia";"-9,4413995144";"-40,5012574115";"(87) 9613-6702";"(87) 3861-6801";;"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Instituição Manassés de Lauro de Freitas";"Rua";"Engenheira Magnolia Teixeira";11;;"Praia de Ipitainga";"42700-000";"Bahia";"Lauro de Freitas - Bahia";"-12,8938890408";"-38,328162649";"(71) 3378-2594";;"halleymanasses@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro Especializado de Recuperação para Pessoas Abandonadas -CERPA";"Rua";"Germano Oliveira";25;"Loteamento São Judas Tadeu";"Itingá";"42700-000";"Bahia";"Lauro de Freitas - Bahia";"-12,8960302686";"-38,3380154116";"(71) 3499-4410";"(71) 9282-4055";"joaquim_fauro@oi.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária";;
"Centro de Recuperação um Caminho Melhor";"Vila";"Diogo";"77-176";;"Porto Sauipe";"42280-000";"Bahia";"Mata de São João - Bahia";"-12,5304984406";"-38,2997470425";"(71) 9199-6271";"(71) 9939-8486";"ibsi@ig.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Nova Vida em Cristo";"Fazenda";"Guarajuba";"S/N";"Km-60 BA-093";"Coqueiro";"48120-000";"Bahia";"Pojuca - Bahia";"-12,370457449";"-38,2924901385";"(71) 8877-9162";"(71) 8749-5825";"almirooliveirao@bol.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Evangelico Manai";"Rua";"Alameda dos Girassois";"S/N";;"Vilagem";"45000-810";"Bahia";"Porto Seguro - Bahia";"-16,425165037";"-39,1221649889";"(73) 9963-2449";"(73) 8846-8830";"manoelvieira48@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Casa de recuperação Jesus Liberta";"Rua";"Nova Brasília";999;;"Valéria";"41300-410";"Bahia";"Salvador - Bahia";"-";"-";"(71) 3291-0714";;"crejel@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"COTEFAVE -Comunidade Terapêutica Vida Esperança";"Praça";"João Gonçalves";156;;"Centro";"45160-210";"Bahia";"Salvador - Bahia";"-";"-";"(77) 8108-7751";;"prevencao@cotefave.org.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Recuperação Ebenzer";"Rua";"Silva";31;"Loteamento Bosque Real";"7 de Abril";"41387-145";"Bahia";"Salvador - Bahia";"-12,9719944572";"-38,5185165806";"(71) 8133-8092";;"resgatandovidasdasdrogas@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Desafio Jovem Salvador";"Avenida";"Mestre Mnoel";21;;"Boca do Rio";"41745-300";"Bahia";"Salvador - Bahia";"-12,9679796913";"-38,5336227817";"(71) 3461-1125";"(71) 9102-9114";"desafiojovemsalvador@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Comunidade Terapeutica Rosa de Saron";"Rua";"Eunice moreira";207;;"Itacaranha";"40713-730";"Bahia";"Salvador - Bahia";"-12,8852182";"-38,4852825";"(71) 3401-0931";;"comunidadesaron@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Restauração de Almas - CRERÁ";"Rua";"Mato Grosso";70;"A";"Pituba";"41730-150";"Bahia";"Salvador - Bahia";"-13,0051009";"-38,4557839";"(71) 3240-2056";;"almasrestauradas@gmail.com";;;;;;;
"Centro de Recuperação Restauração de Almas - CRERÁ";"Rua";"Tenente Cabral";14;"E";"São Sebastião do Passe";"43850-000";"Bahia";"Salvador - Bahia";"-";"-";"(71) 8617-2270";;"almasrestauradas@gmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Aprisco";"Rua";"das Pedras";"S/N";"Sitio Taitinga";"Zona Rural";"44571-100";"Bahia";"Santa Bárbara - Bahia";"-11,9482955009";"-38,9413664819";"(75) 8842-7665";"(75) 8143-6479";"centroaprisco@gmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Evangelico Manai - QUALEB - MENOR";"Rua";"Mastro de Ouro";18;;"Coroa Vermelho";"40000-000";"Bahia";"Santa Cruz Cabrália - Bahia";"-16,284772663";"-39,0202057195";"(73) 9963-2449";"(73) 9942-8863";"luis22washington@hotmail.com";"Adolescentes";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Evangelico Manai - ILHIRRAYL - Feminino";"Rua";"Brauna";"S/Nº";;"Coroa Vermelha";"40000-000";"Bahia";"Santa Cruz Cabrália - Bahia";"-16,2811269978";"-39,023123963";"(73) 9963-2449";;"luis22wasghinton@hotmail.com";"Adolescentes - Adultos";"Não";;"Feminino";"Voluntária";;
"Associação Sentimento Novo - Centro de Recuperação Sentimento Novo";"Avenida";"Ponte da Senzala";214;;"Zona Rural";"44200-000";"Bahia";"Santo Amaro - Bahia";"-";"-";"(75) 9189-7093";;"centrosentimentonovo@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Beneficiente Projeto Nova Vida";"Chácara";"Corredor dos Guedes";"S/Nº";"Sub Distrito de Magalhães - BA 502";"Zona Rural";"44003-401";"Bahia";"São Gonçalo dos Campos - Bahia";"-12,4271522939";"-38,9740595134";"(75) 3221-1030";"(75) 3483-6692";"novavidasfs@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Beneficiente Projeto NovaVida - Centro de Recuperação Nova Vida";"Avenida";"João do Val";178;;"Eucalipto";"44003-401";"Bahia";"São Gonçalo dos Campos - Bahia";"-12,4275294823";"-38,9746603282";"(75) 3221-1030";"(75) 3483-6692";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Esquadrão Redentor";"Chácara";"Estrada Feira";"S/Nº";;"Zona Rural";"44010-000";"Bahia";"São Gonçalo dos Campos - Bahia";"-12,4273618431";"-38,9740595134";"(75) 3246-8417";"(75) 3625-9338";"crerterapia@ig.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Programa Germinar - Comunidade Terapeutica Prevenção Tratamento e Pesquisa de Dependente Quimico";"Sítio";"Bem - Te - Vi";"s/n";"Subdistrito de Tacha";"Distrito de Lamarão";"43850-000";"Bahia";"São Sebastião do Passé - Bahia";"-";"-";"(71) 9907-9985";;"ctpgerminar@gmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"APAI ao indivíduo - Ebenézer";"Estrada";"Umburana";"s/n";;"zona rural";"48970-000";"Bahia";"Senhor do Bonfim - Bahia";"-";"-";"(74) 9118-6365";;"c_t_ebenezer@yahoo.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Orientação Missão Vida Eterna";"Rodovia";"BA 093";"S/N";"Km 02";"Fazenda Santa Rosa";"43700-000";"Bahia";"Simões Filho - Bahia";"-12,7349914614";"-38,3913731235";"(71) 3396-9149";;"roquevereador@gmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro Sociocultural e Educacional Missão Resgate a Vida";"Rua";"Boa Vista";10;;"Matele";"43700-000";"Bahia";"Simões Filho - Bahia";"-";"-";"(71) 4117-1061";;"missaoresgateavida@hotmail.com";"Crianças - Adolescentes";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação e Apoio do Dependente Quimico - VIDA";"Rua";"Baixa da Torre";"S/Nº";;"Mapele";"43700-000";"Bahia";"Simões Filho - Bahia";"-12,7878662437";"-38,4011252333";"(71) 9117-3677";"(71) 3307-5749";"daebs@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Restauração de Deus";"Rua";"Candeias";76;"km - 30";"Centro Industrial de Ar";"43700-971";"Bahia";"Simões Filho - Bahia";"-12,7925534991";"-38,4054167678";"(71) 8754-4165";;"centrorestauraçãodedeus@gmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Batista Educacional e Pesquisa El Shaday";"Rua";"Pedro medeiros Guerra";276;;"São Pedro";"45995-085";"Bahia";"Teixeira de Freitas - Bahia";"-17,5457936832";"-39,7241422148";"(73) 3013-4883";;"ct.el.shaday@hotmail.com";;;;;;;
"AIRES - Associação de Reintegração do Indivíduo Ébrio à Sociedade";"Rua";"Dorival Prado";"s/n";;"Chácara 5 Tarefas";"98000-790";"Bahia";"Tucano - Bahia";"-10,9616204157";"-38,7897411597";"(75) 9999-9923";"(75) 9940-7819";;"Adultos";"Sim";"Moradores de rua";"Masculino";"Voluntária";;
"Comunidade Terapêutica Fazenda Vida e Esperança";"Praça";"João Gonçalves";156;;"Centro";"45000-605";"Bahia";"Vitória da Conquista - Bahia";"-14,8503972516";"-40,8473210825";"(77) 3422-9387";"(77) 8801-7751";"prevencao@cotefave.org.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Centro Terapeuta Renascer";"Rua";"Campo Santo";"s/n";;"Lagoa das Flores";"45007-170";"Bahia";"Vitória da Conquista - Bahia";"-14,8445897076";"-40,8468060984";"(77) 8801-5084";"(77) 8842-9887";"centro_renascer@hotmail.com";"Adolescentes - Adultos";"Não";;"Feminino";"Voluntária";;
"Fazenda Laranjeira";"Rua";"Chile";169;;"Jurema";"45000-000";"Bahia";"Vitória da Conquista - Bahia";"-14,8658279672";"-40,8550458445";"(77) 8856-7728";"(77) 9197-1605";"comunidadevozdedeus@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Casa do Oleiro";"Avenida";"Celso Silva Assunção";"S/N";;"Jenipapeiro do Serpa";"62888-000";"Ceará";"Aquiraz - Ceará";"-3,9059010302";"-38,3852052191";"(85) 8798-4684";"(85) 8798-4684";"dhyegonobre@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Resgatando Vidas - Fazenda o caminho";"Rua";"Canto Verde";"S?N";;"Camará";"61700-000";"Ceará";"Aquiraz - Ceará";"-3,9059010302";"-38,3961915473";"(85) 8686-3586";;"fazendacaminho@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Jovens com uma Missão - JOCUM";"Rua";"Clovis Holanda";"S/N";;"Pau Pombo";"60700-000";"Ceará";"Aquiraz - Ceará";"-3,9059010302";"-38,3906983832";"(85) 3361-4365";;"raqul_0258@yahoo.com.br";"Crianças";;;;;;
"Centro de Ressocialização Lar da Paz";"Sítio";"sitio/centro";"s/n";"Distrito de Aquiraz";"Centro";"60700-000";"Ceará";"Aquiraz - Ceará";"-3,9059010302";"-38,3879518012";"(85) 3260-8309";"(85) 8650-6393";"iedapaulino@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Nova Vida - Assoc. Moradores Henrique Jorge";"Sítio";"Lagoa do Mato";1000;;"Camará";"61710-000";"Ceará";"Aquiraz - Ceará";"-3,905901";"-38,3934454551";"(85) 3290-6024";"(85) 8788-7214";"junior_braga2@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
